sentence,entailment
"""Mary is booking the ticket to Borneo"" entails ""Mary has travelled to Borneo""",0
"""Mary is booking the ticket to Borneo"" entails ""Mary had travelled to Borneo""",0
"""Mary is booking the ticket to Borneo"" entails ""Mary will travel to Borneo""",1
"""Mary is booking the ticket to Borneo"" entails ""Mary travels to Borneo""",0
"""Mary is booking the ticket to Borneo"" entails ""Mary travelled to Borneo""",0
"""Mary was booking the ticket to Borneo"" entails ""Mary is travelling to Borneo""",0
"""Mary was booking the ticket to Borneo"" entails ""Mary was travelling to Borneo""",0
"""Mary was booking the ticket to Borneo"" entails ""Mary has travelled to Borneo""",0
"""Mary was booking the ticket to Borneo"" entails ""Mary had travelled to Borneo""",0
"""Mary was booking the ticket to Borneo"" entails ""Mary will travel to Borneo""",0
"""Mary was booking the ticket to Borneo"" entails ""Mary travels to Borneo""",0
"""Mary was booking the ticket to Borneo"" entails ""Mary travelled to Borneo""",0
"""Mary has booked the ticket to Borneo"" entails ""Mary is travelling to Borneo""",0
"""Mary has booked the ticket to Borneo"" entails ""Mary was travelling to Borneo""",0
"""Mary has booked the ticket to Borneo"" entails ""Mary has travelled to Borneo""",0
"""Mary has booked the ticket to Borneo"" entails ""Mary had travelled to Borneo""",0
"""Mary has booked the ticket to Borneo"" entails ""Mary will travel to Borneo""",1
"""Mary has booked the ticket to Borneo"" entails ""Mary travels to Borneo""",0
"""Mary has booked the ticket to Borneo"" entails ""Mary travelled to Borneo""",0
"""Mary had booked the ticket to Borneo"" entails ""Mary is travelling to Borneo""",0
"""Mary had booked the ticket to Borneo"" entails ""Mary was travelling to Borneo""",1
"""Mary had booked the ticket to Borneo"" entails ""Mary has travelled to Borneo""",1
"""Mary had booked the ticket to Borneo"" entails ""Mary had travelled to Borneo""",1
"""Mary had booked the ticket to Borneo"" entails ""Mary will travel to Borneo""",0
"""Mary had booked the ticket to Borneo"" entails ""Mary travels to Borneo""",0
"""Mary had booked the ticket to Borneo"" entails ""Mary travelled to Borneo""",1
"""Mary will book the ticket to Borneo"" entails ""Mary is travelling to Borneo""",0
"""Mary will book the ticket to Borneo"" entails ""Mary was travelling to Borneo""",0
"""Mary will book the ticket to Borneo"" entails ""Mary has travelled to Borneo""",0
"""Mary will book the ticket to Borneo"" entails ""Mary had travelled to Borneo""",0
"""Mary will book the ticket to Borneo"" entails ""Mary will travel to Borneo""",1
"""Mary will book the ticket to Borneo"" entails ""Mary travels to Borneo""",0
"""Mary will book the ticket to Borneo"" entails ""Mary travelled to Borneo""",0
"""Mary books the ticket to Borneo"" entails ""Mary is travelling to Borneo""",0
"""Mary books the ticket to Borneo"" entails ""Mary was travelling to Borneo""",0
"""Mary books the ticket to Borneo"" entails ""Mary has travelled to Borneo""",0
"""Mary books the ticket to Borneo"" entails ""Mary had travelled to Borneo""",0
"""Mary books the ticket to Borneo"" entails ""Mary will travel to Borneo""",1
"""Mary books the ticket to Borneo"" entails ""Mary travels to Borneo""",0
"""Mary books the ticket to Borneo"" entails ""Mary travelled to Borneo""",0
"""Mary booked the ticket to Borneo"" entails ""Mary is travelling to Borneo""",0
"""Mary booked the ticket to Borneo"" entails ""Mary was travelling to Borneo""",0
"""Mary booked the ticket to Borneo"" entails ""Mary has travelled to Borneo""",0
"""Mary booked the ticket to Borneo"" entails ""Mary had travelled to Borneo""",0
"""Mary booked the ticket to Borneo"" entails ""Mary will travel to Borneo""",0
"""Mary booked the ticket to Borneo"" entails ""Mary travels to Borneo""",0
"""Mary booked the ticket to Borneo"" entails ""Mary travelled to Borneo""",0
"""Sheila is graduating from university"" entails ""Sheila is studying at university""",0
"""Sheila is graduating from university"" entails ""Sheila was studying at university""",1
"""Sheila is graduating from university"" entails ""Sheila has studied at university""",1
"""Sheila is graduating from university"" entails ""Sheila had studied at university""",0
"""Sheila is graduating from university"" entails ""Sheila will study at university""",0
"""Sheila is graduating from university"" entails ""Sheila studies at university""",0
"""Sheila is graduating from university"" entails ""Sheila studied at university""",1
"""Sheila was graduating from university"" entails ""Sheila is studying at university""",0
"""Sheila was graduating from university"" entails ""Sheila was studying at university""",1
"""Sheila was graduating from university"" entails ""Sheila has studied at university""",0
"""Sheila was graduating from university"" entails ""Sheila had studied at university""",1
"""Sheila was graduating from university"" entails ""Sheila will study at university""",0
"""Sheila was graduating from university"" entails ""Sheila studies at university""",0
"""Sheila was graduating from university"" entails ""Sheila studied at university""",1
"""Sheila has graduated from university"" entails ""Sheila is studying at university""",0
"""Sheila has graduated from university"" entails ""Sheila was studying at university""",1
"""Sheila has graduated from university"" entails ""Sheila has studied at university""",1
"""Sheila has graduated from university"" entails ""Sheila had studied at university""",1
"""Sheila has graduated from university"" entails ""Sheila will study at university""",0
"""Sheila has graduated from university"" entails ""Sheila studies at university""",0
"""Sheila has graduated from university"" entails ""Sheila studied at university""",1
"""Sheila had graduated from university"" entails ""Sheila is studying at university""",0
"""Sheila had graduated from university"" entails ""Sheila was studying at university""",1
"""Sheila had graduated from university"" entails ""Sheila has studied at university""",0
"""Sheila had graduated from university"" entails ""Sheila had studied at university""",1
"""Sheila had graduated from university"" entails ""Sheila will study at university""",0
"""Sheila had graduated from university"" entails ""Sheila studies at university""",0
"""Sheila had graduated from university"" entails ""Sheila studied at university""",1
"""Sheila will graduate from university"" entails ""Sheila is studying at university""",1
"""Sheila will graduate from university"" entails ""Sheila was studying at university""",0
"""Sheila will graduate from university"" entails ""Sheila has studied at university""",0
"""Sheila will graduate from university"" entails ""Sheila had studied at university""",0
"""Sheila will graduate from university"" entails ""Sheila will study at university""",1
"""Sheila will graduate from university"" entails ""Sheila studies at university""",1
"""Sheila will graduate from university"" entails ""Sheila studied at university""",0
"""Sheila graduates from university"" entails ""Sheila is studying at university""",0
"""Sheila graduates from university"" entails ""Sheila was studying at university""",1
"""Sheila graduates from university"" entails ""Sheila has studied at university""",1
"""Sheila graduates from university"" entails ""Sheila had studied at university""",0
"""Sheila graduates from university"" entails ""Sheila will study at university""",0
"""Sheila graduates from university"" entails ""Sheila studies at university""",0
"""Sheila graduates from university"" entails ""Sheila studied at university""",1
"""Sheila graduated from university"" entails ""Sheila is studying at university""",0
"""Sheila graduated from university"" entails ""Sheila was studying at university""",1
"""Sheila graduated from university"" entails ""Sheila has studied at university""",1
"""Sheila graduated from university"" entails ""Sheila had studied at university""",1
"""Sheila graduated from university"" entails ""Sheila will study at university""",0
"""Sheila graduated from university"" entails ""Sheila studies at university""",0
"""Sheila graduated from university"" entails ""Sheila studied at university""",1
"""Sheila is studying at university"" entails ""Sheila is graduating from university""",0
"""Sheila is studying at university"" entails ""Sheila was graduating from university""",0
"""Sheila is studying at university"" entails ""Sheila has graduated from university""",0
"""Sheila is studying at university"" entails ""Sheila had graduated from university""",0
"""Sheila is studying at university"" entails ""Sheila will graduate from university""",1
"""Sheila is studying at university"" entails ""Sheila graduates from university""",0
"""Sheila is studying at university"" entails ""Sheila graduated from university""",0
"""Sheila was studying at university"" entails ""Sheila is graduating from university""",0
"""Sheila was studying at university"" entails ""Sheila was graduating from university""",1
"""Sheila was studying at university"" entails ""Sheila has graduated from university""",1
"""Sheila was studying at university"" entails ""Sheila had graduated from university""",1
"""Sheila was studying at university"" entails ""Sheila will graduate from university""",0
"""Sheila was studying at university"" entails ""Sheila graduates from university""",0
"""Sheila was studying at university"" entails ""Sheila graduated from university""",1
"""Sheila has studied at university"" entails ""Sheila is graduating from university""",0
"""Sheila has studied at university"" entails ""Sheila was graduating from university""",1
"""Sheila has studied at university"" entails ""Sheila has graduated from university""",1
"""Sheila has studied at university"" entails ""Sheila had graduated from university""",1
"""Sheila has studied at university"" entails ""Sheila will graduate from university""",0
"""Sheila has studied at university"" entails ""Sheila graduates from university""",0
"""Sheila has studied at university"" entails ""Sheila graduated from university""",1
"""Sheila had studied at university"" entails ""Sheila is graduating from university""",0
"""Sheila had studied at university"" entails ""Sheila was graduating from university""",1
"""Sheila had studied at university"" entails ""Sheila has graduated from university""",0
"""Sheila had studied at university"" entails ""Sheila had graduated from university""",1
"""Sheila had studied at university"" entails ""Sheila will graduate from university""",0
"""Sheila had studied at university"" entails ""Sheila graduates from university""",0
"""Sheila had studied at university"" entails ""Sheila graduated from university""",1
"""Sheila will study at university"" entails ""Sheila is graduating from university""",0
"""Sheila will study at university"" entails ""Sheila was graduating from university""",0
"""Sheila will study at university"" entails ""Sheila has graduated from university""",0
"""Sheila will study at university"" entails ""Sheila had graduated from university""",0
"""Sheila will study at university"" entails ""Sheila will graduate from university""",1
"""Sheila will study at university"" entails ""Sheila graduates from university""",0
"""Sheila will study at university"" entails ""Sheila graduated from university""",0
"""Sheila studies at university"" entails ""Sheila is graduating from university""",0
"""Sheila studies at university"" entails ""Sheila was graduating from university""",0
"""Sheila studies at university"" entails ""Sheila has graduated from university""",0
"""Sheila studies at university"" entails ""Sheila had graduated from university""",0
"""Sheila studies at university"" entails ""Sheila will graduate from university""",1
"""Sheila studies at university"" entails ""Sheila graduates from university""",0
"""Sheila studies at university"" entails ""Sheila graduated from university""",0
"""Sheila studied at university"" entails ""Sheila is graduating from university""",0
"""Sheila studied at university"" entails ""Sheila was graduating from university""",1
"""Sheila studied at university"" entails ""Sheila has graduated from university""",0
"""Sheila studied at university"" entails ""Sheila had graduated from university""",1
"""Sheila studied at university"" entails ""Sheila will graduate from university""",0
"""Sheila studied at university"" entails ""Sheila graduates from university""",0
"""Sheila studied at university"" entails ""Sheila graduated from university""",1
"""Boeing is distributing the airplane"" entails ""Boeing is manufacturing the airplane""",0
"""Boeing is distributing the airplane"" entails ""Boeing was manufacturing the airplane""",0
"""Boeing is distributing the airplane"" entails ""Boeing has manufactured the airplane""",0
"""Boeing is distributing the airplane"" entails ""Boeing had manufactured the airplane""",0
"""Boeing is distributing the airplane"" entails ""Boeing will manufacture the airplane""",0
"""Boeing is distributing the airplane"" entails ""Boeing manufactures the airplane""",0
"""Boeing is distributing the airplane"" entails ""Boeing manufactured the airplane""",0
"""Boeing was distributing the airplane"" entails ""Boeing is manufacturing the airplane""",0
"""Boeing was distributing the airplane"" entails ""Boeing was manufacturing the airplane""",0
"""Boeing was distributing the airplane"" entails ""Boeing has manufactured the airplane""",0
"""Boeing was distributing the airplane"" entails ""Boeing had manufactured the airplane""",0
"""Boeing was distributing the airplane"" entails ""Boeing will manufacture the airplane""",0
"""Boeing was distributing the airplane"" entails ""Boeing manufactures the airplane""",0
"""Boeing was distributing the airplane"" entails ""Boeing manufactured the airplane""",0
